Date,Author,Text
10/14/2021 3:28,polsek_cikole,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/R1y9lOohXG
10/14/2021 3:28,johanwahyudiono,RT @tvOneNews: Wakil Ketua DPR RI: Aplikasi Pinjol Harus Di Hapus dari Android &amp; IOS https://t.co/h0XtLfID2c
10/14/2021 3:28,POLSEKPAPAR2,"RT @humaskedirires: ""Kejahatan pinjol ilegal sngat mrugikan masy shg diperlukan lngkah pnanganan khsus. Lakukan upaya pmberantasan dgn straâ€¦"
10/14/2021 3:28,Guse43935882,RT @tvOneNews: Wakil Ketua DPR RI: Aplikasi Pinjol Harus Di Hapus dari Android &amp; IOS https://t.co/h0XtLfID2c
10/14/2021 3:28,PKemangkon,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/tq4ZKSusvT
10/14/2021 3:28,AzraqRaza,@PolsekCangkuang Tindak tegas pinjol
10/14/2021 3:28,HumasPolresBat8,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/ZvBVTI2UEk
10/14/2021 3:28,Kedaicintaku1,@kedirihumas2 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:28,SopirTraktor,RT @HumasPoldaJatim: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:28,KontilKontil5,@kedirihumas2 Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:28,PolsekBdg,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/cpWvZvqyT5
10/14/2021 3:28,POLSEKPAPAR2,RT @humaskedirires: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:28,em_haes,"Tak ada maslahat nyata buat rakyat dr @jokowi &amp; @ListyoSigitP yg hobinya pencitraan..  Kemaren camera actionnya Pungli pelabuhan. Skrg, pinjol..  Substansinya? Nol https://t.co/8mLMpAsOdj"
10/14/2021 3:28,tvOneNews,10 Aplikasi Pinjol Ilegal Digeberek. Polisi: Tagih Utang Pakai Gambar Porno https://t.co/Ybjl8yOWmw
10/14/2021 3:28,reskepseribu,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/DlMZKfcuNO
10/14/2021 3:28,Markidil3,RT @CNNIndonesia: Jerat Pinjol Ilegal: Sebar Foto Vulgar hingga Bunuh Diri https://t.co/kp5hlsQzVj
10/14/2021 3:27,majisyafii,RT @Dennysiregar7: Pinjol ilegal mulai dihajar satu persatu. Bravo @DivHumas_Polri â�•  https://t.co/ELHFf8iGWJ
10/14/2021 3:27,KontilKontil5,@kedirihumas2 Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:27,daediary3,RT @KompasTV: Kantor Pinjol Ilegal di Jakarta Barat Digerebek Polisi https://t.co/1Y8t0jysA9 https://t.co/EOog5Zegsh
10/14/2021 3:27,andi_achilles,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:27,polsek_genuk,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/c4KbomEUKl
10/14/2021 3:27,polres_wonosobo,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/w1h3ru2uUO
10/14/2021 3:27,Kedaicintaku1,@kedirihumas2 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:27,MrTohara,RT @polisi_brebes: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (â€¦
10/14/2021 3:27,Kedaicintaku1,RT @kedirihumas2: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pâ€¦
10/14/2021 3:27,reskepseribu,"Kejahatan pinjol ilegal sangat merugikan masyarakat sehingga diperlukan langkah penanganan khusus dengan strategi Pre-emtif, Preventif maupun Represif.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/8mBFpRrG7q"
10/14/2021 3:27,arieftiroo,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:27,andi_achilles,"RT @pinjollaknat: Dear bocah-bocah dc pinjol, semoga mendapatkan pekerjaan yang lebih baik ya. đź‘Ś https://t.co/7zj64fMSFM"
10/14/2021 3:27,HumasBatangKota,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/3il4oMBDw8
10/14/2021 3:27,PolsekBdg,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/Bat0C4N5z0
10/14/2021 3:27,HumasPolresBat8,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/sDu7C3xHjx
10/14/2021 3:27,FAntasanusa,RT @ardiriau1: Tangkap pemilik modalnya...  https://t.co/wl3yyUkRxQ
10/14/2021 3:27,MANTAP74585654,@kedirihumas2 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:27,andij_s,RT @humaskedirires: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:27,RWadul,RT @tvOneNews: Wakil Ketua DPR RI: Aplikasi Pinjol Harus Di Hapus dari Android &amp; IOS https://t.co/h0XtLfID2c
10/14/2021 3:27,PuspitaSena,RT @HumasPoldaJatim: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:27,polres_wonosobo,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/czOxXMxpyH
10/14/2021 3:26,_Nayanika27_,@ini_d00m Sudah saatnya menertibkan Pinjol ilegal
10/14/2021 3:26,MANTAP74585654,RT @kedirihumas2: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pâ€¦
10/14/2021 3:26,RevolusiAkhlaq2,"RT @VIVAcoid: Polisi Gerebek Kantor Pinjol di Ruko Cengkareng, 56 Orang Diciduk https://t.co/OqtgNJO4oz"
10/14/2021 3:26,Dodinugr,RT @tukangrosok___: Polisi menggerebek kantor Pinjaman Online (Pinjol) di Jakarta Barat. đź�±đź�±đź�± .. .. .. .. https://t.co/Hdsvy0sLAj
10/14/2021 3:26,Dharu_W,"@kumparan Pokoknya pinjol yang ga terdaftar di OJK, abisin aja pak polisi....."
10/14/2021 3:26,BagrenRes,@HumasPolresTem1 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:26,eef_heryanto,"RT @Partono_ADjem: Sindikat mereka punya 17 aplikasi. Wowđź‘Źđź‘Źđź‘Ź  Kantor Pinjol Ilegal di Jakbar Digerebek, 56 Karyawan Diamankan Polisi! httpsâ€¦"
10/14/2021 3:26,Zackf77156873,RT @Urrangawak: Puluhan penagih Pinjol digerebek saat beraksi di meja kerja di daerah Jakarta Barat.. https://t.co/tdHmaUetCh
10/14/2021 3:26,HPolresbanjar,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/QWeRYNHsDn
10/14/2021 3:26,_Nayanika27_,RT @ini_d00m: Pinjol Ilegal yg membocorkan data pribadi warga akhirÂ˛ ini sangat meresahkan.  Jajaran Polri dan OJK hrs segera menindak tegaâ€¦
10/14/2021 3:26,Jelita2020,"RT @wahananewsdotco: Gerebek Kantor Pinjol Ilegal, Polres Jakpus Amankan 56 Orang https://t.co/Oqj2ww4zsi"
10/14/2021 3:26,giberakata,"RT @wahananewsdotco: Gerebek Kantor Pinjol Ilegal, Polres Jakpus Amankan 56 Orang https://t.co/Oqj2ww4zsi"
10/14/2021 3:26,AzraqRaza,@PolsekCangkuang Tindak tegas pinjol
10/14/2021 3:26,HPolresbanjar,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/sU3c4xpfPR
10/14/2021 3:26,AzraqRaza,@PolsekCangkuang Pinjol ilegal meresahkan
10/14/2021 3:26,HumasBatangKota,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/huy6YRIAaH
10/14/2021 3:26,Humasressanggau,Direktorat Siber Bareskrim Polri akan mendeteksi server-server yang diduga melakukan pelanggaran dalam transaksi pinjol.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/0b49Xhg0vG
10/14/2021 3:26,BagrenRes,@HumasPolresTem1 Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:26,KediriPolice,@kedirihumas2 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:26,achandraas,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:26,HPolresbanjar,Direktorat Siber Bareskrim Polri akan mendeteksi server-server yang diduga melakukan pelanggaran dalam transaksi pinjol.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/HHrRt7uWqq
10/14/2021 3:26,Heri_aja,"RT @GunRomli: Top! Kombes Hengki Haryadi tidak hanya FPI &amp; Rizieq, Pinjol ilegal pun disikat đź‘Ťđź‘Ť  Kantor Pinjol Ilegal di Jakbar Digerebek,â€¦"
10/14/2021 3:26,BudiHarsanto5,RT @MeiLina52532723: @HumasPolresTem1 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periâ€¦
10/14/2021 3:26,Rafifauliyan,@Partono_ADjem Pinjol di pidana..bank emok di desa2 lebih memprihatinkan..
10/14/2021 3:26,BagrenRes,RT @HumasPolresTem1: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:25,KediriPolice,RT @kedirihumas2: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pâ€¦
10/14/2021 3:25,RevolusiAkhlaq2,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:25,WHermawan_desu,@RadioElshinta Kabid Humas sampe ikutan nggerebek kantor pinjol ini apakah cuma pengalihan issue dan demi memperbaiki terpuruknya institusi kepolisian karena kelakuannya sendiri?  MarenÂ˛ ngapain aja ke pinjolÂ˛ ini!
10/14/2021 3:25,polsekmerto01,RT @PolresProboKota: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:25,latarterkemban4,RT @tvOneNews: Wakil Ketua DPR RI: Aplikasi Pinjol Harus Di Hapus dari Android &amp; IOS https://t.co/h0XtLfID2c
10/14/2021 3:25,usernamemusiapa,RT @Urrangawak: Puluhan penagih Pinjol digerebek saat beraksi di meja kerja di daerah Jakarta Barat.. https://t.co/tdHmaUetCh
10/14/2021 3:25,bagusdus,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:25,AzraqRaza,@PolsekCangkuang Tindak tegas pinjol
10/14/2021 3:25,downnnyy,"@IvanPradibta @arstha0101 @Zeerooreo gini, kalo lu bukan berada pada sistem regulasi, artinya bukan kapasitas lu untuk memberangus pinjol. kapasitas kita, ya ingetin sebisa mungkin orang2 terdekat supaya ga berurusan dengan pinjol. sosmed pinjolaknat misal, itu kan buat ngasi awareness ke masyarakat juga."
10/14/2021 3:25,andij_s,RT @tukangrosok___: Polisi menggerebek kantor Pinjaman Online (Pinjol) di Jakarta Barat. đź�±đź�±đź�± .. .. .. .. https://t.co/Hdsvy0sLAj
10/14/2021 3:25,Res_bateng,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/qWxmBRqOAw
10/14/2021 3:24,memijah,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:24,gubernurkoplak,RT @tukangrosok___: Polisi menggerebek kantor Pinjaman Online (Pinjol) di Jakarta Barat. đź�±đź�±đź�± .. .. .. .. https://t.co/Hdsvy0sLAj
10/14/2021 3:24,peminumk8pi,RT @Mei2Namaku: Polres Metro Jakpus Grebek Sindikat Pinjol  Unit Kriminal Khusus Satreskrim Polres Metro Jakarta Pusat menggerebek sebuah râ€¦
10/14/2021 3:24,Heri_aja,"RT @yusuf_dumdum_: Dapat 189 Juta. Saya heran, penipuan begini kok banyak banget tanpa bisa dicegah oleh siapapun. Belum lagi penipuan berkâ€¦"
10/14/2021 3:24,HumasCipayung,"Kejahatan pinjol ilegal sangat merugikan masyarakat sehingga diperlukan langkah penanganan khusus dengan strategi Pre-emtif, Preventif maupun Represif.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/TzR9qpOMFx"
10/14/2021 3:24,_Nayanika27_,RT @ini_d00m: Ketua DPR RI @puanmaharani_ri mengingatkan ttg pentingnya penanganan kebocoran data warga.  Utk itu DPR memperjuangkan solusiâ€¦
10/14/2021 3:24,iyahehehe1049,"@semoga4499 @pinjollaknat ada IRT gantung diri karena pinjol, lu pikir irt digaji? Ame siape? Lol.  Pahami kata gue aja gak bisa konteksnya kantor pinjol, malah ngomngin peminjol, gblk"
10/14/2021 3:24,kuckay_,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:24,krscakeb,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:24,CNNIndonesia,Jerat Pinjol Ilegal: Sebar Foto Vulgar hingga Bunuh Diri https://t.co/kp5hlsQzVj
10/14/2021 3:24,TheDrumboyz,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:24,darwin_zld,RT @polisi_brebes: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (â€¦
10/14/2021 3:24,ojol_ngapak47,@kumparan Mantap.... berangus pinjol.. jngan sampai abis digrebek.. bikin aflikasi baru lagi
10/14/2021 3:24,26ea6dab7bc0427,RT @Urrangawak: Puluhan penagih Pinjol digerebek saat beraksi di meja kerja di daerah Jakarta Barat.. https://t.co/tdHmaUetCh
10/14/2021 3:24,mudha_satriya,RT @Kotjo3: Mantap Ndan cepat Bergerak @DivHumas_Polri Sikat Habis Pemberi uang yang selalu menguras Harta peminjam (Pinjol)...đź‡˛đź‡¨đź‡˛đź‡¨đź‡˛đź‡¨đź¤źđź¤źđź¤ź
10/14/2021 3:23,OanTimor5,RT @Urrangawak: Puluhan penagih Pinjol digerebek saat beraksi di meja kerja di daerah Jakarta Barat.. https://t.co/tdHmaUetCh
10/14/2021 3:23,anakraantau,@_Nayanika27_ @Jndrvl Berantas pinjol ilegal
10/14/2021 3:23,mudha_satriya,"RT @Jayabay19479190: đź‘‰Kasus korban Pinjol sebenarnya aparat sudah tahu, apalagi di media ada berita korban pinjol. đź‘‰Anehnya setelah Presideâ€¦"
10/14/2021 3:23,NarkobaResPurwa,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/rGbxCICGtG
10/14/2021 3:23,ventull_corexx,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:23,AkistaSandy,RT @polisi_brebes: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (â€¦
10/14/2021 3:23,AdiNugrooz,RT @KompasTV: Kantor Pinjol Ilegal di Jakarta Barat Digerebek Polisi https://t.co/1Y8t0jysA9 https://t.co/EOog5Zegsh
10/14/2021 3:23,wahananewsdotco,"Gerebek Kantor Pinjol Ilegal, Polres Jakpus Amankan 56 Orang https://t.co/Oqj2ww4zsi"
10/14/2021 3:23,Rhiyo75Tuama,"RT @Cintada16: Momen penggerebekan kantor Pinjol ilegal di kawasan Cengkareng, Jakarta Barat (13/10)  Jitakin atu2 Ndan, lintah darat tu. hâ€¦"
10/14/2021 3:23,srasyh,"RT @infojakarta: Hati-hati dengan pinjaman online. Selain bunganya mencekik, mereka akan akses data di hp kamu.   https://t.co/0JUdN9c65q"
10/14/2021 3:23,dadmikhavalla,@Dennysiregar7 Drama ditagih pinjol
10/14/2021 3:23,subbagdalops1,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/Qa9GZAovaS
10/14/2021 3:23,isKnema,@tvOneNews @msaid_didu jangan pinjol aja yang di hapus... game online juga di hapus pak itu lebih banyak gerusak generasi muda
10/14/2021 3:23,KelianBanjar_GK,@Mr_Khepo Tindak tegas Pinjol ilegal yg meresahkan masy
10/14/2021 3:23,septianaekawati,@HumasPolresTem1 Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi
10/14/2021 3:23,CisaukHumas,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/JUL6FW5B5q
10/14/2021 3:23,DedehKu35747938,RT @SuyutiYudi: Pinjol Ilegal digerebeg...Mantep..! https://t.co/bjCujBeHnj
10/14/2021 3:23,Kopi_Hiitam,@kumparan Hancurkan Pinjol !!!!!
10/14/2021 3:23,limpung_polsek,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/BXjKGm5gFk
10/14/2021 3:23,PolsekPagu,RT @humaskedirires: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:23,GoNewsdotco,"Aplikasi Pinjol Menjamur, Cak Imin Kritik Google dan Apple https://t.co/W6mElYTsOQ"
10/14/2021 3:23,Telkomsel,"@cahyari1902 Hai, Kak Cahyari. Maaf banget nih. Terkait keluhan menerima SMS spam pinjol, bisa mimin bantu blokir. Yuk infoin nomor hp, nama lengkap, TTL, dan nomor lain yg bisa dihubungi, via DM ya. Agar dibantu cek &amp; privasi terjaga. Tks:) -Flo"
10/14/2021 3:22,septianaekawati,RT @HumasPolresTem1: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:22,Humaspolresmuk1,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/yDoVbeBPs8
10/14/2021 3:22,anakraantau,"RT @_Nayanika27_: Wakil Ketua DPR RI Sufmi Dasco, meminta pihak Polri dan OJK untuk menindak tegas maraknya penipuan Pinjol ilegal yg sudahâ€¦"
10/14/2021 3:22,KelianBanjar_GK,RT @Mr_Khepo: Wakil Ketua #DPRuntukNegeri Bpk Sufmi Dasco Ahmad. Menekankan Polri serta OJK untuk memberantas pinjaman on line illegal. Danâ€¦
10/14/2021 3:22,subbagdalops1,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/P3VDjrATqb
10/14/2021 3:22,HumasResInhu,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/c51yzSliT3
10/14/2021 3:22,rickdeniro,@tvOneNews Sikat pinjol.. yang ngutang siapa yang diteror siapa
10/14/2021 3:22,FDerKanzler,RT @Mei2Namaku: Polres Metro Jakpus Grebek Sindikat Pinjol  Unit Kriminal Khusus Satreskrim Polres Metro Jakarta Pusat menggerebek sebuah râ€¦
10/14/2021 3:22,HumasCipayung,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/ZGa5b7W6RT
10/14/2021 3:22,ramadhandella33,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:22,azizzam06,RT @tvOneNews: Wakil Ketua DPR RI: Aplikasi Pinjol Harus Di Hapus dari Android &amp; IOS https://t.co/h0XtLfID2c
10/14/2021 3:22,tmcrestabandung,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/cHzu8gVZUs
10/14/2021 3:22,sketsindonews,"Ancaman Keselamatan Masyarakat, Polres Metro Jakpus Grebek SindikatÂ Pinjol https://t.co/33TxdUEtC9"
10/14/2021 3:22,LampungHumas,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/IvmEWVtV7h
10/14/2021 3:22,FerryArief7,RT @Urrangawak: Puluhan penagih Pinjol digerebek saat beraksi di meja kerja di daerah Jakarta Barat.. https://t.co/tdHmaUetCh
10/14/2021 3:22,Fatoni0Rachman,"RT @Partono_ADjem: Sindikat mereka punya 17 aplikasi. Wowđź‘Źđź‘Źđź‘Ź  Kantor Pinjol Ilegal di Jakbar Digerebek, 56 Karyawan Diamankan Polisi! httpsâ€¦"
10/14/2021 3:22,HssHumas,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/7EV3uanIBd
10/14/2021 3:22,LawasNomer,RT @PolsekDurenan: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (â€¦
10/14/2021 3:22,maximerah,RT @Urrangawak: Puluhan penagih Pinjol digerebek saat beraksi di meja kerja di daerah Jakarta Barat.. https://t.co/tdHmaUetCh
10/14/2021 3:22,BagusBudiUtom12,@onigirialfamart @wealthyloved @txtdarionlshop Pinjol illegal = Rentenir online. Tiati dah.
10/14/2021 3:22,Polsekdoko12,RT @HumasPoldaJatim: Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman onlineâ€¦
10/14/2021 3:22,awie_albetawie,RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. â›” https://t.co/ub77h8xOFz
10/14/2021 3:22,ratu_fontif,RT @Dennysiregar7: Pinjol ilegal mulai dihajar satu persatu. Bravo @DivHumas_Polri â�•  https://t.co/ELHFf8iGWJ
10/14/2021 3:22,RPratiwindya,@tvOneNews Sediain lapangan kerjaâ€¦ marka juga t gak mau jadi pegawai pinjol krna paksaan ekonomi
10/14/2021 3:22,TambunHumas,"Kejahatan pinjol ilegal sangat merugikan masyarakat sehingga diperlukan langkah penanganan khusus dengan strategi Pre-emtif, Preventif maupun Represif.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/iAfv5oGdVG"
10/14/2021 3:22,limpung_polsek,Bareskrim Polri telah menangani perkara pinjaman online (pinjol) ilegal sebanyak 370 kasus dalam periode kurun waktu 2020-2021.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/BYUt4MRUoR
10/14/2021 3:22,polres_wonosobo,Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan seluruh jajaran kepolisian untuk menindak tegas pinjaman online (pinjol) ilegal.  #SiapMenujuEndemi Edukasi Prokes Presisi https://t.co/WCCdIYrkXc
